Portfolio,Avg_Daily_Return_%,Annual_Return_%,Volatility_%,Sharpe_Ratio,Win_Rate_%
Winners (Top 10%),0.023707942359485666,6.155725000679135,1.072998610307668,0.3507478144576569,31.976744186046513
Losers (Bottom 10%),0.09448342735795354,26.86912103387393,1.285980901433571,1.1663298491953284,37.5
Long-Short,-0.07077548499846786,-16.340681621340845,1.0376293700987629,-1.0827816036554874,28.488372093023255
