,Total_Return_%,Avg_Daily_Return_%,Volatility_%,Max_Daily_Gain_%,Max_Daily_Loss_%
클리오,-21.43691588785047,-0.0458609698053868,1.9999825141706427,9.395571514063427,-14.740190880169667
잉크테크,-21.44772117962467,-0.06137998512596483,0.9731827110694709,3.8461538461538547,-6.594885598923284
동아에스티,-21.503759398496236,-0.05406378804784317,1.5624338339918087,6.063720452209664,-8.135593220338988
씨이랩,-21.55309033280507,0.011750375949087066,4.033927605311603,29.930069930069926,-18.57585139318886
덕우전자,-21.653543307086608,-0.05037781614356826,1.8157110573241482,10.519307589880157,-11.848825331971401
KC그린홀딩스,-21.658031088082897,-0.04636864951358747,2.0289644308715538,13.860465116279075,-11.957569913211186
한국화장품제조,-21.713441654357457,-0.029848670632033763,2.7520869716812917,16.279069767441868,-15.361890694239289
이엠넷,-21.739130434782606,-0.0575953452131969,1.3898782881763583,9.051724137931028,-6.113537117903933
율호,-21.768292682926827,0.06253504178952866,5.054996652746742,29.98379254457051,-30.000000000000004
브이티,-21.993127147766323,-0.023567241780210017,3.070289304298634,27.046263345195733,-9.115646258503396
KBI메탈,-22.017937219730943,-0.03504300395663875,2.612040832494931,20.123839009287934,-10.231556273559505
아시아경제,-22.16131558339859,-0.05010439669106392,1.931494100680526,9.329446064139946,-8.10593900481541
이연제약,-22.19101123595506,-0.050160127964176904,1.9657935350497777,22.439893143365985,-12.0
블루산업개발,-22.23168654173765,-0.06040743890756806,1.3071474118754656,8.927108927108929,-6.0975609756097615
태경케미컬,-22.429906542056077,-0.06325016697392649,1.1258464941742234,5.026455026455023,-4.524886877828049
파로스아이바이오,-22.47058823529412,-0.01434874470780328,3.42903885821026,29.86512524084779,-9.881422924901184
에코앤드림,-22.499999999999996,-0.024641010886117518,3.026694697876372,15.625,-12.16666666666667
디지캡,-22.54166666666667,-0.05778547022091326,1.5513801466696358,8.51063829787233,-13.421550094517954
모나리자,-22.569444444444443,-0.05685334778893907,1.6449538769105023,13.653136531365305,-9.090909090909093
셀레믹스,-22.69503546099291,-0.05076119028774178,1.9989029255570279,9.724770642201829,-8.94568690095847
남성,-22.743362831858406,-0.05817830647434784,1.5907469536677317,14.272644098810616,-8.03571428571429
STX,-22.75711159737418,-0.05839282663618006,1.5675151286593514,6.5390749601276,-9.452054794520548
딥노이드,-22.768670309653917,-0.01770391882515373,3.2986845024063007,18.65284974093264,-14.397905759162299
캠시스,-22.795698924731177,-0.05505731805515794,1.7829707993726296,9.505703422053235,-6.403940886699511
디와이덕양,-22.905982905982903,-0.059092420394695234,1.5664546225796172,7.913669064748197,-6.548672566371683
알에프텍,-23.089700996677742,-0.04641447944216739,2.2430601617962407,8.452722063037243,-15.007429420505202
지어소프트,-23.111111111111114,-0.05244434800844537,1.9967003761179944,16.276202219482116,-7.126436781609192
페이퍼코리아,-23.148148148148152,-0.062275192223182535,1.407255339770775,8.904109589041088,-5.766710353866323
에이에스텍,-23.190476190476193,-0.043265361534621814,2.42348152955942,14.148681055155876,-9.147609147609149
삼일제약,-23.238380809595206,-0.035920009175743756,2.7260013156166183,12.926391382405743,-10.413223140495864
한울반도체,-23.309608540925264,-0.03603055030173568,2.7335918335411566,15.298507462686572,-10.396975425330812
프레스티지바이오파마,-23.339427178549666,-0.026279476727023923,3.109934793566911,23.841617523167645,-10.1010101010101
그리티,-23.39285714285714,-0.042309944009152486,2.5005260548242725,18.445322793148875,-16.744186046511633
현대에버다임,-23.417721518987346,-0.046862593238584514,2.3093752847359195,13.98601398601398,-7.545454545454544
진영,-23.483870967741936,-0.025254201691749054,3.209834153234009,29.876543209876537,-12.259194395796847
팜스빌,-23.554603854389722,-0.046602387592115595,2.336621351334331,17.55395683453238,-13.412228796844182
HLB바이오스텝,-23.55889724310777,-0.03916558103288781,2.697961134309741,29.975227085053668,-14.70588235294118
서남,-23.64760432766615,-0.05061358272597514,2.197400771109252,20.545454545454554,-8.832807570977918
경창산업,-23.739174732552215,-0.06546220559036135,1.3258655806297774,6.982543640897765,-7.187827911857292
제닉스로보틱스,-23.86666666666667,0.1344833361127309,5.462398669503899,21.387283236994215,-68.34459459459458
핸즈코퍼레이션,-23.945945945945944,-0.06368810168181792,1.5001647439857477,7.662588538312942,-9.656777196044208
원준,-23.975588491717524,-0.05212962232172805,2.143590385946975,9.987357774968398,-8.370044052863435
우리엔터프라이즈,-24.07261247040252,-0.06825405620999543,1.2037257632240614,7.661691542288551,-5.340699815837935
에어부산,-24.078091106290678,-0.0670920063434166,1.2970989178288763,7.090464547677255,-5.5102040816326525
덴티스,-24.157303370786522,-0.05946712653723626,1.8294549308649855,18.37672281776417,-7.521367521367517
탑엔지니어링,-24.17707150964813,-0.0620579266963168,1.6627037959397961,10.786802030456855,-7.897934386391247
PKC,-24.264705882352942,-0.05207337273611897,2.2181018616697536,17.903225806451605,-7.934336525307795
한주라이트메탈,-24.342105263157897,-0.067351051966275,1.34624965253272,5.873493975903621,-5.811403508771928
경동인베스트,-24.379562043795623,-0.05728032362075172,1.958195622549637,8.92857142857142,-11.653116531165308
HB솔루션,-24.426229508196716,-0.04947705494555628,2.342736576375896,12.227074235807866,-10.943396226415093
네오오토,-24.49856733524355,-0.030678626359302356,2.8564614766022074,14.819587628865971,-36.07068607068607
케이피엠테크,-24.579124579124578,-0.038763709175077044,2.914975739371263,30.000000000000004,-9.090909090909093
한울앤제주,-24.587155963302752,-0.03909212492721855,2.7835920713949744,12.05357142857142,-9.965635738831613
씨티씨바이오,-24.63768115942029,-0.06366833772571781,1.6694347256322637,10.385756676557856,-8.382352941176475
제이씨케미칼,-24.681344148319816,-0.06670107410522381,1.477463254197026,6.142857142857139,-9.32642487046632
탑머티리얼,-24.960000000000004,-0.032592483812023156,3.113990562505667,29.979879275653932,-7.809847198641762
에이엔피,-24.961479198767332,-0.03839742617260515,2.9849326354188395,29.831932773109248,-9.546925566343045
유진테크놀로지,-25.045871559633028,-0.03565505196348167,3.080459149478475,30.000000000000004,-7.709011943539634
위메이드맥스,-25.05567928730512,-0.04196378440430362,2.7879496596386257,29.973821989528805,-14.000000000000002
SG글로벌,-25.09554140127389,0.02363497238382041,4.5094812620981815,29.93762993762994,-30.000000000000004
명신산업,-25.130890052356026,-0.060957699194301364,1.9129007554429343,9.123434704830057,-11.296296296296294
미래아이앤지,-25.140186915887853,-0.048602486217113564,2.5474230339799044,29.597701149425284,-13.52
티디에스팜,-25.163934426229506,-0.046566175078329435,2.6341502119559492,29.923664122137406,-11.913357400722024
그린플러스,-25.18610421836228,-0.06107401375967066,1.924412927991549,10.419681620839372,-9.948717948717945
비보존 제약,-25.246710526315784,-0.005525757546932896,3.954010450303918,30.000000000000004,-21.29629629629629
HLB제넥스,-25.27743526510481,-0.050305220565312045,2.4393505523581447,15.693012600229107,-15.538847117794486
젠큐릭스,-25.339366515837103,0.002596588915076172,4.234557429290096,29.931454683929925,-19.400244798041612
컴투스홀딩스,-25.4054054054054,-0.02806657256072046,3.3191109097866547,30.000000000000004,-11.644657863145259
이지트로닉스,-25.49800796812749,-0.043885035154976194,2.8560039720637924,29.8759864712514,-7.692307692307687
크린앤사이언스,-25.657202944269187,-0.07036855700659891,1.4699911360717273,8.624454148471617,-9.59821428571429
레이,-25.885978428351308,-0.04975420301008707,2.565959689652665,15.975422427035335,-7.944514501891553
미원상사,-25.95032944754182,-0.07069290628517233,1.5339707723313623,13.250283125707817,-8.550000000000002
티웨이홀딩스,-25.993883792048933,-0.03735644170837304,3.0445336280668402,29.885057471264375,-23.829787234042556
나라셀라,-26.101141924959215,-0.053841587277713834,2.4905094692252665,30.000000000000004,-12.26818830242511
코스모신소재,-26.12359550561798,-0.029981407443426807,3.2825671312624904,13.975903614457842,-11.620294599017999
엔시트론,-26.237623762376238,-0.04531009216498493,2.9034907778278245,29.75460122699387,-9.210526315789469
우리산업,-26.296296296296294,-0.07464654041841849,1.3377634978506232,6.404494382022463,-6.790799561883897
바이오다인,-26.35914332784185,-0.04575946978221651,2.7824560422150633,16.154970760233912,-12.02872531418312
예스24,-26.453488372093027,-0.07267624004365526,1.516174714436614,7.060185185185186,-5.630865484880088
제이엘케이,-26.56012176560122,-0.046848993134715494,2.762416338798735,13.387096774193541,-9.818731117824775
SH에너지화학,-26.614481409001954,-0.06942222584395119,1.7686724829979352,14.00437636761489,-8.924949290060857
에이비프로바이오,-26.65369649805448,-0.021345849197562654,3.7765582882181143,29.946524064171133,-12.711864406779661
스마트레이더시스템,-26.673132880698347,-0.03438303917067269,3.2104099180106975,18.50775193798451,-12.825651302605213
이엠앤아이,-26.67719021310182,-0.038193554447925535,3.0241083581631742,16.811279826464197,-27.64761012183693
모트렉스,-26.76056338028169,-0.06846049154524146,1.8366250035364973,9.933142311365817,-8.740894901144635
바이오니아,-26.853707414829664,-0.06297965819583179,2.1357449365248895,9.073958980733376,-7.806267806267808
신도기연,-26.870588235294115,-0.05166189944768686,2.6949236320563292,29.761904761904766,-11.690544412607451
SNT모티브,-26.891734575087312,-0.010223147388005413,3.387554822406696,9.551656920077978,-50.0
이노스페이스,-26.919831223628687,-0.033465044799072814,3.171997910049059,12.980132450331116,-24.905183312262956
엘컴텍,-27.019498607242344,-0.07216439187048428,1.694819059673005,14.432029795158297,-8.11808118081181
광무,-27.61578044596913,-0.044808231808552534,2.9668475406371084,12.151394422310746,-13.749999999999996
서울전자통신,-27.626459143968873,-0.04220782146272491,3.0851997678057277,21.568627450980383,-15.7258064516129
모비릭스,-27.648839556004035,-0.06821051665861542,2.035790134106018,14.949748743718594,-7.721280602636538
국영지앤엠,-27.67332549941246,-0.01738210878775232,3.7452706583683004,24.559341950646306,-25.418994413407823
데이원컴퍼니,-27.692307692307693,-0.06369238565255954,2.2796402068077954,18.726114649681524,-7.072135785007072
라이콤,-27.718223583460954,-0.05833795473277295,2.4920767470546394,13.636363636363647,-9.849749582637735
포니링크,-27.896995708154503,-0.04484304389131117,3.093393403591256,29.94062765055132,-11.626080125687356
티앤엘,-27.927215189873422,-0.06651022395884157,2.1779436336850932,15.915915915915924,-9.029649595687328
듀오백,-28.008658008658006,-0.015462977212459544,3.8837056503837784,29.921259842519675,-30.000000000000004
오토앤,-28.08056872037915,-0.06158775209834436,2.480812801340253,29.837251356238692,-9.473684210526311
